Sr. No.,Model,Year,Current year,Selling Price,Age of Vehicle,Car Condition,Kilometers Driven, Current Price ,Owner,Fuel Type,Transmission,Insurance,Current Price (Unformatted),Price Formatting
1238,MarutiSwiftDzireVDIBS,2012,2021,314599,9,4.2,77954,561000,Second Owner,Diesel,Manual,5/8/2021,Rs.5.61 Lakh,5.61
1239,Hyundaii20MAGNAO,2011,2021,286599,10,4.3,66721,679000,First Owner,Petrol,Manual,5/5/2021,Rs.6.79 Lakh,6.79
1240,MarutiSwift,2013,2021,319199,8,4.3,90030,549000,First Owner,Diesel,Manual,7/2/2021,Rs.5.49 Lakh,5.49
1241,MarutiSwiftDzireVXI1.2BS,2015,2021,531299,6,4.3,39309,657000,First Owner,Petrol,Manual,Expired,Rs.6.57 Lakh,6.57
1242,TataTIGORRevotron,2017,2021,475199,4,4.8,36731,610000,First Owner,Petrol,Manual,29-06-2021,Rs.6.10 Lakh,6.1
1243,FordEcosport1.5TITANIUM,2014,2021,531499,7,3.7,97654,999000,First Owner,Diesel,Manual,25-06-2021,Rs.9.99 Lakh,9.99
1244,HyundaiGrandi10MAGNA1.2KAPPA,2014,2021,309299,7,4.4,51461,500000,First Owner,Petrol,Manual,25-07-2021,Rs.5 Lakh,5
1245,MarutiNewWagon-RLXICNG1.0,2019,2021,481899,2,4.8,9704,595000,First Owner,Petrol + CNG,Manual,3rd Party,Rs.5.95 Lakh,5.95
1246,ToyotaFortuner3.0MT,2009,2021,873802,12,4.1,126624,3139000,Third Owner,Diesel,Manual,6/9/2021,Rs.31.39 Lakh,31.39
1247,RenaultKwidRXT1.0EASY-RAT,2017,2021,327499,4,4.3,50387,420000,First Owner,Petrol,Automatic,26-09-2021,Rs.4.20 Lakh,4.2
1248,VolkswagenVentoHIGHLINE,2013,2021,415670,8,4.3,113856,1209000,Second Owner,Petrol,Manual,25-10-2021,12.09 Lakh,12.09
1249,RenaultDuster85PS,2016,2021,544699,5,4.3,64727,1046000,First Owner,Diesel,Manual,23-08-2021,Rs.10.46 Lakh,10.46
1250,MarutiAlto800,2013,2021,220999,8,4.3,72273,448000,First Owner,Petrol + CNG,Manual,14-03-2021,Rs.4.48 Lakh,4.48
1251,HyundaiSantroXingGLS,2011,2021,282899,10,4.3,54368,400000,First Owner,Petrol + LPG,Manual,10/9/2021,Rs.4.00 Lakh,4
1252,MarutiAltoK10,2011,2021,182499,10,4.1,28140,400000,Second Owner,Petrol,Manual,29-03-2021,Rs.4 Lakh,4
1253,HyundaiGrandi10SPORTS1.2,2015,2021,463299,6,4.8,9307,638000,First Owner,Petrol,Manual,5/1/2021,Rs.6.38 Lakh,6.38
1254,MarutiSwiftZXI,2008,2021,154799,13,3.8,72230,678000,First Owner,Petrol,Manual,3/10/2021,Rs.6.78 Lakh,6.78
1255,VolkswagenJettaTRENDLINE2.0L,2011,2021,308899,10,4.2,133425,1399000,First Owner,Diesel,Manual,15-03-2021,Rs.13.99 Lakh,13.99
1256,NissanTerranoXLOPT85,2014,2021,456099,7,4.4,58233,750000,Second Owner,Diesel,Manual,Comp,Rs.7.50 Lakh,7.5
1257,MarutiRitz,2014,2021,348699,7,4,146452,545000,First Owner,Diesel,Manual,6/11/2021,Rs.5.45 Lakh,5.45
1258,BMW3Series,2015,2021,1553699,6,4.7,59109,4510000,First Owner,Diesel,Automatic,12/10/2021,Rs.45.10 Lakh,45.1
1259,HyundaiSantroXingXOERLXEURO,2007,2021,199599,14,3.8,104893,400000,First Owner,Petrol,Manual,14-09-2021,"Rs.4,00,000",400000
1260,MarutiErtigaVDI,2013,2021,495266,8,4.6,39203,987000,First Owner,Diesel,Manual,28-04-2021,9.87 Lakh,9.87
1261,HyundaiElitei201.4CRDIASTA,2017,2021,643599,4,4.5,54914,900000,First Owner,Diesel,Manual,12/7/2021,Rs.9 Lakh,9
1262,MarutiSwiftDzireVXI,2008,2021,175899,13,4.2,79096,679000,First Owner,Petrol,Manual,5/11/2021,"Rs.6,79,000",679000
1263,HondaWR-V1.2i-VTECVX,2017,2021,691899,4,4.7,16683,850000,First Owner,Petrol,Manual,6/4/2021,Rs.8.50 Lakh,8.5
1264,RenaultKwid1.0RXT,2016,2021,261599,5,4.3,54717,472000,Second Owner,Petrol,Manual,18-03-2021,Rs.4.72 Lakh,4.72
1265,HyundaiVernaFLUIDIC1.6CRDISXOPT,2013,2021,386799,8,4.3,95050,1275000,Third Owner,Diesel,Automatic,26-05-2021,Rs.12.75 Lakh,12.75
1266,MarutiWagonR1.0,2013,2021,269299,8,4.1,94507,498000,First Owner,Petrol,Manual,5/1/2022,Rs.4.98 Lakh,4.98
1267,Hyundaii20SPORTZ1.2,2013,2021,384799,8,4.3,61842,859000,First Owner,Petrol,Manual,9/8/2021,Rs.8.59 Lakh,8.59
1268,Hyundaii20MAGNAO,2013,2021,318736,8,4.4,33023,679000,First Owner,Petrol,Manual,20-09-2021,Rs.6.79 Lakh,6.79
1269,MercedesBenzEClassE250,2010,2021,608699,11,4,32376,8639399,Second Owner,Petrol,Manual,22-03-2021,"Rs.86,39,399",8639399
1270,MarutiAltoK10,2011,2021,178299,10,4.3,128065,400000,First Owner,Petrol,Manual,31-03-2021,Rs.4 Lakh,4
1271,MarutiEeco5STRWITHACPLUS,2016,2021,246599,5,4.7,79616,438000,First Owner,Petrol + CNG,Manual,Comp,Rs.4.38 Lakh,4.38
1272,VolkswagenVentoHIGHLINE,2011,2021,251899,10,4.2,80466,1209000,First Owner,Petrol,Manual,3/2/2021,12.09 Lakh,12.09
1273,MarutiWagonR1.0,2011,2021,346299,10,4.3,6863,498000,First Owner,Petrol,Manual,Expired,Rs.4.98 Lakh,4.98
1274,HyundaiSantroXing,2010,2021,181499,11,4,67985,400374,First Owner,Petrol,Manual,18-08-2020,"Rs.4,00,374",400374
1275,HyundaiCreta1.6SXAT,2018,2021,1399530,3,4.2,44510,1382000,First Owner,Diesel,Manual,Zero_Dep,Rs.13.82 Lakh,13.82
1276,MarutiWagonR1.0LXI,2012,2021,218299,9,4,90201,465000,Second Owner,Petrol + CNG,Manual,8/10/2020,Rs.4.65 Lakh,4.65
1277,MarutiWagonR1.0,2014,2021,330398,7,4.6,27325,498000,First Owner,Petrol,Manual,20-07-2021,Rs.4.98 Lakh,4.98
1278,VolkswagenPoloHIGHLINE1.5L,2015,2021,367499,6,4.3,86855,867000,First Owner,Diesel,Manual,Expired,0,0
1279,MarutiSwift,2013,2021,355799,8,4.1,45589,549000,First Owner,Petrol,Manual,19-02-2021,Rs.5.49 Lakh,5.49
1280,MarutiAlto800,2013,2021,242399,8,4.3,44876,448000,Second Owner,Petrol,Manual,29-10-2021,Rs.4.48 Lakh,4.48
1281,AudiA62.0TDIPREMIUM,2012,2021,1092599,9,4.6,91533,4649000,Second Owner,Diesel,Automatic,27-09-2021,Rs.46.49 Lakh,46.49
1282,MarutiWagonR1.0,2010,2021,171599,11,4.3,115194,498000,First Owner,Petrol,Manual,11/12/2020,Rs.4.98 Lakh,4.98
1283,MarutiCelerio,2015,2021,339099,6,4.5,31415,453000,Third Owner,Petrol,Manual,6/4/2021,Rs.4.53 Lakh,4.53
1284,ToyotaCorollaAltisD4D,2013,2021,553264,8,4.2,79126,3375000,First Owner,Diesel,Manual,28-06-2021,Rs.33.75 Lakh,33.75
1285,HondaBrio1.2SMTI,2015,2021,411398,6,4.3,46727,523000,Third Owner,Petrol,Manual,30-08-2021,Rs.5.23 Lakh,5.23
1286,Hyundaii10ERA1.1,2010,2021,160099,11,3.8,144628,445000,Second Owner,Petrol + CNG,Manual,14-05-2021,4.45 Lakh,4.45
1287,MarutiAltoK10,2011,2021,221699,10,4.2,70413,400000,First Owner,Petrol,Manual,25-03-2021,Rs.4 Lakh,4
1288,HondaJazz1.2V,2016,2021,572899,5,4.5,42651,735000,First Owner,Petrol,Automatic,29-07-2021,"Rs.7,35,000",735000
1289,HyundaiNEWSANTROASTA1.1,2018,2021,539099,3,4.9,2099,588000,First Owner,Petrol,Manual,Comp,Rs.5.88 Lakh,5.88
1290,HyundaiGrandi10SPORTS1.2,2017,2021,444099,4,4.6,54472,638000,First Owner,Petrol,Manual,11/2/2021,Rs.6.38 Lakh,6.38
1291,MarutiAlto800,2016,2021,272999,5,4.5,28126,448000,Second Owner,Petrol,Manual,2/8/2021,Rs.4.48 Lakh,4.48
1292,MarutiSwiftDzireVXI1.2BS,2012,2021,333624,9,4.6,69541,657000,First Owner,Petrol,Manual,9/2/2021,Rs.6.57 Lakh,6.57
1293,MahindraScorpioS6,2015,2021,740399,6,4.6,27807,1199000,First Owner,Diesel,Manual,7/11/2021,"Rs.1,199,000","1,199,000"
1294,MarutiWagonR,2009,2021,142117,12,4.6,23030,545000,Second Owner,Petrol,Manual,16-09-2021,Rs.5.45 Lakh,5.45
1295,HondaCitySMT,2011,2021,314999,10,4.4,70901,1099000,Third Owner,Petrol,Manual,15-01-2021,Rs.10.99 Lakh,10.99
1296,MarutiRitz,2011,2021,210699,10,4.1,24635,545000,First Owner,Petrol,Manual,25-03-2021,Rs.5.45 Lakh,5.45
1297,MarutiIGNISDELTA1.2K12,2017,2021,532599,4,4.6,39254,629000,First Owner,Petrol,Automatic,4/6/2021,Rs.6.29 Lakh,6.29
1298,MarutiAltoK10,2017,2021,312699,4,4.8,15551,400000,Second Owner,Petrol,Manual,21-09-2021,Rs.4 Lakh,4
1299,HondaAmaze1.2SATI,2017,2021,578340,4,4.8,30329,885000,First Owner,Petrol,Automatic,13-06-2020,Rs.8.85 Lakh,8.85
1300,MarutiSwift,2014,2021,399099,7,4.2,92498,549000,First Owner,Diesel,Manual,17-07-2021,Rs.5.49 Lakh,5.49
1301,HondaBrio1.2EXMTI,2012,2021,253099,9,4.3,57063,618000,First Owner,Petrol,Manual,27-12-2021,Rs.6.18 Lakh,6.18
1302,MarutiSwiftDzireVDIBS,2012,2021,379020,9,4.9,48585,561000,First Owner,Diesel,Manual,Expired,Rs.5.61 Lakh,5.61
1303,MarutiBalenoDELTA1.2,2018,2021,586299,3,4.8,33849,590000,First Owner,Petrol,Manual,Expired,"Rs.5,90,000",590000
1304,MarutiDzire,2018,2021,754799,3,4.7,52827,750000,First Owner,Diesel,Manual,15-07-2021,Rs.7.50 Lakh,7.5
1305,HyundaiGrandi10SPORTZ1.2KAPPA,2016,2021,469799,5,4.4,76685,591699,First Owner,Petrol,Manual,11/4/2021,"Rs.591,699","591,699"
1306,ToyotaInnova2.5VX7STRBS,2014,2021,1155999,7,4.2,227391,1250000,First Owner,Diesel,Manual,12/2/2021,Rs.12.50 Lakh,12.5
1307,HyundaiCreta1.6SX(O),2015,2021,845899,6,4.2,100803,1456615,First Owner,Diesel,Manual,Comp,"14,56,615",1456615
1308,MarutiSwift,2014,2021,427799,7,4.5,6073,549000,First Owner,Petrol,Manual,7/7/2021,Rs.5.49 Lakh,5.49
1309,FordEcosport1.5TITANIUMTI,2015,2021,559299,6,3.9,44368,1120000,First Owner,Petrol,Manual,Expired,Rs.11.20 Lakh,11.2
1310,MarutiSwiftDzireVXI,2009,2021,231499,12,4.2,27093,679000,First Owner,Petrol,Manual,26-11-2020,"Rs.6,79,000",679000
1311,DatsunRediGoT,2016,2021,233299,5,4.6,30380,386000,First Owner,Petrol,Manual,4/8/2021,Rs.3.86 Lakh,3.86
1312,ToyotaCorollaAltis,2012,2021,429999,9,4.4,96290,1775000,First Owner,Petrol,Manual,7/2/2021,Rs.17.75 Lakh,17.75
1313,MarutiSwift,2012,2021,297299,9,4,108594,549000,First Owner,Petrol,Manual,Expired,Rs.5.49 Lakh,5.49
1314,HyundaiCreta1.6SX,2015,2021,824499,6,4.2,83869,1350000,First Owner,Diesel,Manual,Expired,Rs.13.50 Lakh,13.5
1315,MahindraScorpioSLEBS,2012,2021,417420,9,4,50594,993000,First Owner,Diesel,Manual,9/6/2021,9.93 Lakh,9.93
1316,MarutiSX4,2009,2021,228500,12,4.1,48883,825000,Third Owner,Petrol,Manual,19-02-2021,Rs.8.25 Lakh,8.25
1317,ToyotaCorollaAltis1.8,2009,2021,294099,12,4.5,73413,1704000,Second Owner,Petrol,Manual,Comp,Rs.17.04 Lakh,17.04
1318,MahindraScorpio,2014,2021,894500,7,4.5,48040,1198000,First Owner,Diesel,Manual,25-10-2021,Rs.11.98 Lakh,11.98
1319,HondaCityVMT,2013,2021,507199,8,4.3,34377,1110000,First Owner,Petrol,Manual,31-03-2021,Rs.11.10 Lakh,11.1
1320,VolkswagenVentoCOMFORTLINEMT,2014,2021,317299,7,4.3,67198,1000000,First Owner,Petrol,Manual,23-03-2021,Rs.10 Lakh,10
1321,HondaCivic1.8V,2010,2021,258699,11,4.3,90284,1513000,First Owner,Petrol,Manual,Expired,Rs.15.13 Lakh,15.13
1322,HondaWR-V1.2i-VTECVX,2018,2021,819497,3,4.9,18331,850000,First Owner,Petrol,Manual,7/6/2021,Rs.8.50 Lakh,8.5
1323,Hyundaii10MAGNA1.1,2014,2021,285699,7,4.6,28046,462100,First Owner,Petrol,Manual,30-05-2021,"Rs.4,62,100",462100
1324,MarutiSwift,2011,2021,262099,10,4.3,96207,549000,First Owner,Petrol,Manual,21-06-2021,Rs.5.49 Lakh,5.49
1325,MarutiSwiftDzire,2014,2021,419399,7,4.9,81824,561000,First Owner,Diesel,Manual,18-04-2021,Rs.5.61 Lakh,5.61
1326,MarutiAlto800,2018,2021,331599,3,4.9,2378,448000,First Owner,Petrol,Manual,4/11/2021,Rs.4.48 Lakh,4.48
1327,MarutiAltoK10,2012,2021,169831,9,4.2,49323,400000,First Owner,Petrol,Manual,22-01-2022,Rs.4 Lakh,4
1328,HyundaiGrandi10SPORTZ1.2KAPPA,2016,2021,454499,5,4.6,30367,591699,First Owner,Petrol,Manual,7/7/2021,"Rs.591,699","591,699"
1329,HondaCityZX1.5VTEC,2008,2021,197099,13,4.1,139344,1475000,First Owner,Petrol,Manual,8/10/2021,Rs.14.75 Lakh,14.75
1330,HyundaiGrandi10SPORTZ1.2KAPPA,2019,2021,584699,2,4.9,6891,591699,First Owner,Petrol,Manual,10/7/2021,"Rs.591,699","591,699"
1331,HyundaiGrandi10ASTA1.2KAPPA,2015,2021,414399,6,4.7,60827,552000,First Owner,Petrol,Manual,2/11/2021,Rs.5.52 Lakh,5.52
1332,Hyundaii20ASTA,2014,2021,456099,7,4.3,23576,869000,First Owner,Petrol,Manual,6/3/2021,Rs.8.69 Lakh,8.69
1333,HyundaiElitei20ASTA1.2DUAL,2018,2021,793199,3,4.6,27247,900000,First Owner,Petrol,Manual,19-08-2021,Rs.9 Lakh,9
1334,MarutiNewWagon-RLXICNG1.0,2019,2021,530299,2,4.5,43853,595000,First Owner,Petrol + CNG,Manual,Comp,Rs.5.95 Lakh,5.95
1335,VolkswagenVentoCOMFORTLINE,2014,2021,387899,7,4.2,82081,999000,First Owner,Diesel,Manual,Expired,9.99 Lakh,9.99
1336,TataNEXONXM,2019,2021,684899,2,5,8526,896000,First Owner,Petrol,Manual,30-03-2022,Rs.8.96 Lakh,8.96
1337,VolkswagenVentoHIGHLINE,2013,2021,339299,8,4.2,81990,1209000,First Owner,Petrol,Manual,8/10/2021,12.09 Lakh,12.09
1338,HondaCitySMT,2008,2021,252099,13,4.4,30786,1099000,First Owner,Petrol,Manual,28-10-2021,Rs.10.99 Lakh,10.99
1339,BMWX1SDRIVE,2011,2021,723499,10,4,50513,4150000,First Owner,Diesel,Automatic,23-01-2021,Rs.41.50 Lakh,41.5
1340,MarutiVitaraBrezzaVDI,2017,2021,830014,4,4.8,44476,814742,First Owner,Diesel,Manual,28-03-2021,"Rs.8,14,742",814742
1341,HondaBrio1.2SMTI,2015,2021,401463,6,4.5,14999,523000,First Owner,Petrol,Manual,26-08-2021,Rs.5.23 Lakh,5.23
1342,MarutiWagonR1.0,2011,2021,228899,10,4.3,34399,498000,First Owner,Petrol,Manual,28-05-2021,Rs.4.98 Lakh,4.98
1343,MarutiSwift,2014,2021,372999,7,4.1,82725,549000,First Owner,Diesel,Manual,12/6/2021,Rs.5.49 Lakh,5.49
1344,MarutiIGNISDELTA1.2,2017,2021,401599,4,4.4,49227,575000,First Owner,Petrol,Manual,Zero_Dep,Rs.5.75 Lakh,5.75
1345,VolkswagenPoloHIGHLINE1.6L,2011,2021,347599,10,4.2,43117,525000,First Owner,Petrol,Manual,16-09-2021,Rs.5.25 Lakh,5.25
1346,MarutiSwiftDzireVXI1.2BS,2011,2021,247999,10,4.2,73981,657000,First Owner,Petrol,Manual,5/10/2021,Rs.6.57 Lakh,6.57
1347,HyundaiSantroXingGL,2012,2021,191299,9,4.1,70749,369000,First Owner,Petrol,Manual,29-12-2021,Rs.3.69 Lakh,3.69
1348,HondaMobilio1.5SI,2015,2021,486579,6,4.8,19010,950000,First Owner,Petrol,Manual,4/10/2021,Rs.9.50 Lakh,9.5
1349,MarutiWagonR1.0LXI,2012,2021,265599,9,4.4,52987,465000,Second Owner,Petrol + CNG,Manual,9/10/2021,Rs.4.65 Lakh,4.65
1350,MarutiWagonR1.0,2010,2021,290899,11,4.2,855881,498000,First Owner,Petrol,Manual,Expired,Rs.4.98 Lakh,4.98
1351,HyundaiElitei20ASTA1.4,2015,2021,589399,6,4.3,116652,924000,First Owner,Diesel,Manual,27-01-2021,Rs.9.24 Lakh,9.24
1352,HyundaiEonMAGNA,2015,2021,276399,6,4.4,68662,416000,Second Owner,Petrol + CNG,Manual,24-10-2021,Rs.4.16 Lakh,4.16
1353,MarutiZenEstilo,2010,2021,177499,11,4.2,42784,395000,First Owner,Petrol,Manual,14-05-2021,Rs.3.95 Lakh,3.95
1354,MarutiAltoK10,2011,2021,240199,10,3.9,62717,400000,Second Owner,Petrol,Manual,Expired,Rs.4 Lakh,4
1355,RenaultKwidRXT,2018,2021,296999,3,4.7,32464,442000,First Owner,Petrol,Manual,30-08-2021,Rs.4.42 Lakh,4.42
1356,VolkswagenPoloHIGHLINE1.2L,2013,2021,328013,8,4.6,30714,709000,First Owner,Petrol,Manual,30-10-2021,Rs.7.09 Lakh,7.09
1357,MarutiSwift,2012,2021,392599,9,4.3,22659,549000,First Owner,Petrol,Manual,2/1/2021,Rs.5.49 Lakh,5.49
1358,FordFiestaTREND,2011,2021,266299,10,4.1,94092,925000,Second Owner,Petrol,Manual,10/5/2021,Rs.9.25 Lakh,9.25
1359,HyundaiGrandi10SPORTZ1.1CRDISPECIAL,2014,2021,347699,7,4.5,39663,599000,First Owner,Diesel,Manual,Comp,Rs.5.99 Lakh,5.99
1360,FordEcosport1.5TITANIUMTDCI,2013,2021,422399,8,4.4,136004,999900,Third Owner,Diesel,Manual,Expired,"Rs.9,99,900",999900
1361,MarutiSwiftDzire,2010,2021,329199,11,4.1,151356,561000,First Owner,Diesel,Manual,6/11/2021,Rs.5.61 Lakh,5.61
1362,MarutiSX4,2012,2021,258799,9,4.1,166925,825000,Second Owner,Diesel,Manual,28-02-2021,Rs.8.25 Lakh,8.25
1363,HyundaiGrandi10Sportz(O)1.2,2017,2021,389299,4,4.6,71996,601000,First Owner,Petrol,Manual,Zero_Dep,Rs.6.01 Lakh,6.01
1364,MarutiErtigaVDI,2014,2021,447899,7,4.3,104187,987000,First Owner,Diesel,Manual,16-04-2021,9.87 Lakh,9.87
1365,SkodaLauraELEGANCE2.0TDICR,2011,2021,307499,10,4,187692,1766405,Third Owner,Diesel,Automatic,26-03-2021,0,0
1366,MarutiAltoK10,2010,2021,154899,11,4.3,94362,400000,Second Owner,Petrol,Manual,Expired,Rs.4 Lakh,4
1367,HyundaiEonDLITE,2013,2021,136799,8,4,41059,334900,First Owner,Petrol,Manual,15-01-2021,"Rs.3,34,900",334900
1368,MarutiWagonR1.0,2014,2021,388699,7,4.6,46468,498000,Second Owner,Petrol,Manual,16-11-2021,Rs.4.98 Lakh,4.98
1369,MarutiCiazALPHA1.5MTVVT,2018,2021,962499,3,4.9,12269,1130000,First Owner,Petrol,Manual,Third_party,Rs.11.30 Lakh,11.3
1370,MarutiWagonR1.0LXI,2017,2021,416499,4,4.4,52280,465000,First Owner,Petrol + CNG,Manual,2/8/2021,Rs.4.65 Lakh,4.65
1371,MarutiBalenoDELTADDIS,2018,2021,678499,3,4.8,27623,746000,First Owner,Diesel,Manual,12/2/2021,Rs.7.46 Lakh,7.46
1372,TataNanoXT,2014,2021,124999,7,4.5,30376,292667,First Owner,Petrol,Manual,12/4/2021,"Rs.2,92,667",292667
1373,MarutiWagonR1.0LXI,2018,2021,395899,3,4.6,62589,465000,Second Owner,Petrol + CNG,Manual,29-05-2021,Rs.4.65 Lakh,4.65
1374,MarutiCelerioVXI,2014,2021,307699,7,4.1,136962,492000,Second Owner,Petrol,Automatic,18-07-2021,Rs.4.92 Lakh,4.92
1375,HondaCitySVMT,2017,2021,690099,4,4.7,22016,929000,Second Owner,Petrol,Manual,18-12-2021,Rs.9.29 Lakh,9.29
1376,BMW3Series,2012,2021,1042699,9,4.2,57079,4510000,First Owner,Diesel,Automatic,15-04-2021,Rs.45.10 Lakh,45.1
1377,RenaultKwidRXT1.0EASY-R,2017,2021,420199,4,4.7,11194,536000,First Owner,Petrol,Automatic,Zero_Dep,Rs.5.36 Lakh,5.36
1378,MarutiCelerioVXI,2015,2021,401599,6,4.2,14225,492000,Second Owner,Petrol,Automatic,27-12-2021,Rs.4.92 Lakh,4.92
1379,HondaJazz1.2V,2016,2021,626499,5,4.6,18439,735000,First Owner,Petrol,Automatic,22-03-2021,"Rs.7,35,000",735000
1380,Hyundaii10MAGNA1.2,2012,2021,253136,9,4,53501,461681,First Owner,Petrol + CNG,Manual,27-03-2021,"Rs.4,61,681",461681
1381,MarutiSwiftZXI+BS,2018,2021,723499,3,4.9,24230,673000,First Owner,Petrol,Automatic,Zero_Dep,Rs.6.73 Lakh,6.73
1382,MarutiSwiftDzireVXI1.2BS,2015,2021,456699,6,4.3,93657,657000,First Owner,Petrol,Manual,2/11/2021,Rs.6.57 Lakh,6.57
1383,HondaCityVMT,2010,2021,254199,11,4.1,132921,1110000,First Owner,Petrol,Manual,27-09-2021,Rs.11.10 Lakh,11.1
1384,MarutiVitaraBrezza,2016,2021,761999,5,4.2,24367,940000,First Owner,Diesel,Manual,10/5/2021,Rs.9.40 Lakh,9.4
1385,MarutiZenEstilo,2010,2021,254853,11,3.9,46535,395000,First Owner,Petrol,Manual,24-03-2021,Rs.3.95 Lakh,3.95
1386,HyundaiCreta1.4S,2016,2021,785099,5,4.4,59352,1224488,Second Owner,Diesel,Manual,,"12,24,488",1224488
1387,HyundaiXcentSX1.1,2014,2021,284499,7,4.5,140044,753000,First Owner,Diesel,Manual,2/4/2021,Rs.7.53 Lakh,7.53
1388,MarutiWagonR1.0,2013,2021,376699,8,4.5,17291,498000,First Owner,Petrol,Manual,12/6/2021,Rs.4.98 Lakh,4.98
1389,MarutiCelerioVXI,2015,2021,370199,6,4.3,23897,492000,First Owner,Petrol,Automatic,3/9/2021,Rs.4.92 Lakh,4.92
1390,MarutiVitaraBrezza,2018,2021,887599,3,4.9,12581,940000,First Owner,Diesel,Manual,21-08-2021,Rs.9.40 Lakh,9.4
1391,HyundaiNEWSANTROSPORTZ,2019,2021,513299,2,5,7743,550000,First Owner,Petrol,Automatic,Third_party,Rs.5.50 Lakh,5.5
1392,HyundaiCreta1.6CRDISXPLUS,2017,2021,891199,4,4.6,70349,1450000,Second Owner,Diesel,Automatic,3/5/2021,Rs.14.50 Lakh,14.5
1393,HyundaiElitei201.4CRDIASTA,2015,2021,526899,6,4.2,64106,900000,Second Owner,Diesel,Manual,4/9/2021,Rs.9 Lakh,9
1394,MarutiSwiftDzire,2013,2021,422751,8,4.3,36839,561000,First Owner,Diesel,Manual,26-11-2021,Rs.5.61 Lakh,5.61
1395,HondaCityVMT,2014,2021,609299,7,4.3,48845,1110000,First Owner,Petrol,Manual,2/5/2021,Rs.11.10 Lakh,11.1
1396,HyundaiCreta1.6CRDISXPLUS,2017,2021,1246699,4,4.8,22608,1450000,First Owner,Diesel,Automatic,24-07-2021,Rs.14.50 Lakh,14.5
1397,RenaultDuster85PS,2013,2021,402399,8,3.8,73503,1046000,Second Owner,Diesel,Manual,5/11/2021,Rs.10.46 Lakh,10.46
1398,Hyundaii20MAGNAO,2013,2021,295885,8,4.5,64703,679000,First Owner,Petrol,Manual,18-04-2021,Rs.6.79 Lakh,6.79
1399,HyundaiGrandi10SPORTZAT1.2KAPPA,2018,2021,565099,3,4.8,20935,591699,First Owner,Petrol,Automatic,21-06-2021,"Rs.5,91,699",591699
1400,MarutiSwift,2017,2021,483499,4,4.6,21714,549000,Second Owner,Petrol,Manual,6/6/2021,Rs.5.49 Lakh,5.49
1401,MarutiWagonR1.0LXI,2012,2021,272099,9,4.3,99966,465000,First Owner,Petrol + CNG,Manual,1/2/2021,Rs.4.65 Lakh,4.65
1402,MarutiSwiftDzireVDIBS,2013,2021,456399,8,4.3,75547,561000,Second Owner,Diesel,Manual,22-10-2021,Rs.5.61 Lakh,5.61
1403,MarutiVitaraBrezza,2019,2021,883799,2,4.5,24353,940000,First Owner,Diesel,Manual,24-09-2021,Rs.9.40 Lakh,9.4
1404,ToyotaEtiosLiva,2013,2021,326099,8,4.4,67401,568000,First Owner,Diesel,Manual,27-07-2021,Rs.5.68 Lakh,5.68
1405,MarutiWagonR1.0LXI,2013,2021,349575,8,4.3,75341,465000,Second Owner,Petrol + CNG,Manual,10/8/2021,Rs.4.65 Lakh,4.65
1406,Hyundaii10SPORTZ1.2,2012,2021,320570,9,4.2,43617,599000,Second Owner,Petrol,Manual,30-07-2021,Rs.5.99 Lakh,5.99
1407,MarutiSwift,2015,2021,474399,6,4.2,75644,549000,First Owner,Petrol,Manual,26-02-2021,Rs.5.49 Lakh,5.49
1408,Hyundaii20MAGNAO,2011,2021,317599,10,4.5,39086,679000,First Owner,Petrol,Manual,30-03-2021,Rs.6.79 Lakh,6.79
1409,HondaBrio1.2SMTI,2015,2021,320099,6,4.3,52290,523000,First Owner,Petrol,Manual,23-07-2021,Rs.5.23 Lakh,5.23
1410,MarutiAlto800,2017,2021,261499,4,4.8,8267,448000,First Owner,Petrol,Manual,14-07-2021,Rs.4.48 Lakh,4.48
1411,MarutiSwiftDzireVXI1.2BS,2012,2021,377750,9,4.9,86980,657000,First Owner,Petrol,Manual,29-06-2021,Rs.6.57 Lakh,6.57
1412,MarutiZenEstilo,2011,2021,248099,10,4.5,32137,395000,Second Owner,Petrol,Manual,27-03-2021,Rs.3.95 Lakh,3.95
1413,HondaCityV,2012,2021,420399,9,4,51808,1099000,Second Owner,Petrol,Automatic,15-04-2021,Rs.10.99 Lakh,10.99
1414,MarutiErtiga,2012,2021,408199,9,4.3,83719,769000,First Owner,Diesel,Manual,30-10-2021,Rs.7.69 Lakh,7.69
1415,HyundaiGrandi10SPORTZ(O)1.2AT,2017,2021,541500,4,4.4,20037,591699,First Owner,Petrol,Automatic,3rd Party,"Rs.591,699","591,699"
1416,HyundaiSantroXingGL,2014,2021,256199,7,4.1,91014,369000,First Owner,Petrol + CNG,Manual,27-09-2021,Rs.3.69 Lakh,3.69
1417,MarutiRitz,2010,2021,258799,11,3.9,82092,545000,First Owner,Diesel,Manual,4/9/2021,Rs.5.45 Lakh,5.45
1418,MarutiVitaraBrezzaVDI,2017,2021,638199,4,4.8,64429,814742,First Owner,Diesel,Manual,7/7/2021,"Rs.8,14,742",814742
1419,ToyotaInnova2.5VX8STRBS,2014,2021,818599,7,4.5,67180,1608893,First Owner,Diesel,Manual,Expired,"Rs.16,08,893",1608893
1420,MarutiErtiga,2012,2021,452699,9,4.2,125259,769000,First Owner,Petrol,Manual,11/7/2021,Rs.7.69 Lakh,7.69
